Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,seqtargets
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.361458, 1, 1, 0, 0, 1, 0
0.694866, 1, 1, 0, 0, 1, 0
1.0404, 0.9795, 0.978346, 0.203239, 0.203239, 0.978346, 0
1.38601, 0.979292, 0.97806, 0.804433, 0.804433, 0.978008, 0
1.7763, 0.978979, 0.977865, 1.66632, 1.66632, 0.977708, 0
2.17476, 0.978629, 0.977513, 2.53644, 2.53644, 0.977513, 0
2.56501, 0.978369, 0.977044, 2.80351, 2.80351, 0.977044, 0
2.91433, 0.978369, 0.977044, 3.07169, 3.07169, 0.977044, 0
3.30431, 0.976069, 0.973424, 3.33959, 3.33959, 0.973424, 0
3.678, 0.976069, 0.973424, 3.33959, 3.33959, 0.973424, 0
4.07218, 0.976069, 0.973424, 3.33959, 3.33959, 0.973424, 0
4.45408, 0.971265, 0.97056, 4.00589, 4.00589, 0.969531, 0
4.83594, 0.971265, 0.969362, 4.13588, 4.13588, 0.969362, 0
5.22175, 0.97044, 0.968503, 4.53386, 4.53386, 0.968503, 0
5.56259, 0.97044, 0.968503, 4.53386, 4.53386, 0.968503, 0
5.90334, 0.97044, 0.968503, 4.53386, 4.53386, 0.968503, 0
6.30907, 0.97044, 0.968503, 4.53386, 4.53386, 0.968503, 0
6.70705, 0.967881, 0.966159, 4.91837, 4.91837, 0.966159, 0
7.0483, 0.967881, 0.966159, 4.91837, 4.91837, 0.966159, 0
7.43409, 0.967881, 0.966159, 4.91837, 4.91837, 0.966159, 0
7.77106, 0.967881, 0.966159, 4.91837, 4.91837, 0.966159, 0
8.17302, 0.967519, 0.966159, 5.12146, 5.12146, 0.965898, 0
8.51417, 0.967367, 0.965651, 5.32448, 5.32448, 0.965651, 0
8.91237, 0.967367, 0.965651, 5.32448, 5.32448, 0.965651, 0
9.26174, 0.967367, 0.965651, 5.32448, 5.32448, 0.965651, 0
9.6272, 0.967367, 0.965651, 5.32448, 5.32448, 0.965651, 0
9.99268, 0.967367, 0.965651, 5.32448, 5.32448, 0.965651, 0
10.3664, 0.965431, 0.964115, 5.78427, 5.78427, 0.962956, 0
10.7441, 0.960896, 0.958776, 6.5802, 6.5802, 0.958776, 0
11.126, 0.956227, 0.95457, 7.31132, 7.31132, 0.95457, 0
11.4632, 0.953196, 0.95207, 8.11591, 8.11591, 0.951523, 0
11.8044, 0.949183, 0.948138, 8.5139, 8.5139, 0.945977, 0
12.1537, 0.949183, 0.945977, 8.5139, 8.5139, 0.945977, 0
12.495, 0.949183, 0.945977, 8.65191, 8.65191, 0.944857, 0
12.8767, 0.944573, 0.940755, 8.84701, 8.84701, 0.940755, 0
13.2668, 0.942385, 0.940755, 9.11509, 9.11509, 0.940286, 0
13.6689, 0.941933, 0.938047, 9.11509, 9.11509, 0.938047, 0
14.0061, 0.941933, 0.938047, 9.11509, 9.11509, 0.938047, 0
14.3513, 0.941933, 0.938047, 9.11509, 9.11509, 0.938047, 0
14.7453, 0.94091, 0.937461, 9.84612, 9.84612, 0.937461, 0
15.1431, 0.939977, 0.936732, 10.512, 10.512, 0.936732, 0
15.537, 0.936175, 0.935078, 11.2509, 11.2509, 0.93375, 0
15.9349, 0.932352, 0.927539, 11.4457, 11.4457, 0.927539, 0
