Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,seqtargets
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.345658, 1, 1, 0, 0, 1, 0
0.682661, 1, 1, 0, 0, 1, 0
1.07647, 0.97945, 0.978346, 0.267826, 0.267826, 0.978346, 0
1.46223, 0.9792, 0.978086, 0.933762, 0.933762, 0.978021, 0
1.80322, 0.979135, 0.977917, 1.2664, 1.2664, 0.97776, 0
2.17682, 0.978781, 0.977461, 1.86591, 1.86591, 0.977448, 0
2.55839, 0.97855, 0.97724, 2.18875, 2.18875, 0.97724, 0
2.93965, 0.978385, 0.977135, 2.78657, 2.78657, 0.977096, 0
3.32925, 0.974546, 0.976354, 3.52505, 3.52505, 0.976354, 0
3.71914, 0.973092, 0.971068, 3.65499, 3.65499, 0.971068, 0
4.09269, 0.971083, 0.969297, 4.05287, 4.05287, 0.969167, 0
4.46223, 0.971083, 0.969167, 4.05287, 4.05287, 0.969167, 0
4.84382, 0.971083, 0.969167, 4.05287, 4.05287, 0.969167, 0
5.22942, 0.970588, 0.96849, 4.38572, 4.38572, 0.96849, 0
5.61507, 0.970588, 0.96849, 4.38572, 4.38572, 0.96849, 0
5.99254, 0.970588, 0.96849, 4.38572, 4.38572, 0.96849, 0
6.37005, 0.970588, 0.96849, 4.38572, 4.38572, 0.96849, 0
6.73545, 0.970065, 0.967799, 4.58875, 4.58875, 0.967799, 0
7.11316, 0.970065, 0.967799, 4.58875, 4.58875, 0.967799, 0
7.49464, 0.970065, 0.967799, 4.58875, 4.58875, 0.967799, 0
7.86002, 0.970065, 0.967799, 4.58875, 4.58875, 0.967799, 0
8.24574, 0.970065, 0.967799, 4.58875, 4.58875, 0.967799, 0
8.62708, 0.970065, 0.967799, 4.58875, 4.58875, 0.967799, 0
9.00054, 0.970065, 0.967799, 4.58875, 4.58875, 0.967799, 0
9.38222, 0.970065, 0.967799, 4.65373, 4.65373, 0.967799, 0
9.75178, 0.969017, 0.96651, 4.84859, 4.84859, 0.96651, 0
10.1254, 0.969017, 0.96651, 4.84859, 4.84859, 0.96651, 0
10.4911, 0.969017, 0.96651, 4.84859, 4.84859, 0.96651, 0
10.8812, 0.969017, 0.96651, 4.84859, 4.84859, 0.96651, 0
11.2549, 0.969017, 0.96651, 4.84859, 4.84859, 0.96651, 0
11.6366, 0.967498, 0.965664, 5.20164, 5.20164, 0.965469, 0
