Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,seqtargets
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.349824, 1, 1, 0, 0, 1, 0
0.691263, 1, 1, 0, 0, 1, 0
1.04476, 0.984117, 0.978789, 0, 0, 0.978789, 0
1.39832, 0.984117, 0.978789, 0, 0, 0.978789, 0
1.75166, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.10095, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.43819, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.77951, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.1533, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.53535, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.897, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.23836, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.57971, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.96597, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.31136, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.70552, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.08331, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.44064, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.80638, 0.984117, 0.978789, 0, 0, 0.978789, 0
7.18432, 0.984117, 0.978789, 0, 0, 0.978789, 0
7.55796, 0.984117, 0.978789, 0, 0, 0.978789, 0
7.92751, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.26461, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.60166, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.96267, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.31179, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.68948, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.0711, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.4325, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.8185, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.1639, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.5296, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.8997, 0.984117, 0.978789, 0, 0, 0.978789, 0
12.2778, 0.984117, 0.978789, 0, 0, 0.978789, 0
12.6716, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.0532, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.4352, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.8132, 0.984117, 0.978789, 0, 0, 0.978789, 0
14.1748, 0.984117, 0.978789, 0, 0, 0.978789, 0
14.5568, 0.984117, 0.978789, 0, 0, 0.978789, 0
14.9631, 0.984117, 0.978789, 0, 0, 0.978789, 0
15.3408, 0.984117, 0.978789, 0, 0, 0.978789, 0
15.7186, 0.984117, 0.978789, 0, 0, 0.978789, 0
16.0966, 0.984117, 0.978789, 0, 0, 0.978789, 0
16.4662, 0.984117, 0.978789, 0, 0, 0.978789, 0
16.8603, 0.984117, 0.978789, 0, 0, 0.978789, 0
17.2335, 0.984117, 0.978789, 0, 0, 0.978789, 0
17.599, 0.984117, 0.978789, 0, 0, 0.978789, 0
17.9686, 0.984117, 0.978789, 0, 0, 0.978789, 0
18.3422, 0.984117, 0.978789, 0, 0, 0.978789, 0
18.7199, 0.984117, 0.978789, 0, 0, 0.978789, 0
19.106, 0.984117, 0.978789, 0, 0, 0.978789, 0
19.4555, 0.984117, 0.978789, 0, 0, 0.978789, 0
19.8293, 0.984117, 0.978789, 0, 0, 0.978789, 0
