Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,seqtargets
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.353394, 1, 1, 0, 0, 1, 0
0.719102, 1, 1, 0, 0, 1, 0
1.10936, 0.979498, 0.978932, 0.406715, 0.406715, 0.978932, 0
1.49936, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
1.88531, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
2.27916, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
2.61618, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
3.00989, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
3.41167, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
3.75681, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
4.10599, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
4.49225, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
4.8621, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
5.2236, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
5.60111, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
5.93821, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
6.3244, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
6.66541, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
7.04326, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
7.38443, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
7.76637, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
8.11571, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
8.51775, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
8.85495, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
9.19218, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
9.53336, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
9.87052, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
10.2116, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
10.5608, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
10.9629, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
11.3003, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
11.7025, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
12.0518, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
12.3931, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
12.7748, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
13.124, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
13.4736, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
13.823, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
14.16, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
14.5051, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
14.8421, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
15.2362, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
15.626, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
16.0199, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
16.361, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
16.7469, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
17.088, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
17.4897, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
17.8795, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
18.265, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
18.6102, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
19.0123, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
19.3457, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
19.6951, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
20.0445, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
20.3899, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
20.7921, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
21.1331, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
21.5312, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
21.8685, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
22.2099, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
22.5999, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
22.9819, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
23.3761, 0.979373, 0.978268, 0.805164, 0.805164, 0.978268, 0
