Package version:,2.1.7
Scenario:,forest
Connectivity:,global
Planner type:,dmcts
Robot count:,3
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Distance (robot 2) [m], Map uncertainty (robot 2) [-], Distance (robot 3) [m], Map uncertainty (robot 3) [-], Navigation failures
0.357101, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0
0.722511, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0
1.11624, 0.911783, 0.886181, 0, 0, 0.886181, 0, 0.886181, 0, 0.886181, 0
1.47745, 0.895775, 0.885694, 0.698168, 0.300353, 0.885625, 0.231374, 0.885694, 0.166442, 0.885625, 0
1.81437, 0.893203, 0.883681, 1.70076, 0.633191, 0.883681, 0.564212, 0.883194, 0.503354, 0.883472, 0
2.15533, 0.891111, 0.881319, 2.69944, 0.966088, 0.881319, 0.897109, 0.881181, 0.836239, 0.881319, 0
2.49222, 0.889297, 0.879583, 3.73431, 1.29887, 0.879583, 1.23395, 0.879514, 1.20149, 0.879583, 0
2.84935, 0.887036, 0.876875, 4.89905, 1.70065, 0.877083, 1.63167, 0.876875, 1.56674, 0.876736, 0
3.19827, 0.884883, 0.875347, 5.80001, 2.00097, 0.875347, 1.93199, 0.875278, 1.86705, 0.874792, 0
3.55102, 0.882658, 0.873264, 6.90295, 2.36591, 0.873264, 2.30099, 0.873194, 2.23606, 0.873194, 0
3.90797, 0.880406, 0.871181, 8.09955, 2.76748, 0.87125, 2.6985, 0.871181, 2.63357, 0.870972, 0
4.26917, 0.878097, 0.86875, 9.0977, 3.1002, 0.868264, 3.03122, 0.86875, 2.96628, 0.868403, 0
4.61824, 0.875919, 0.867014, 10.1002, 3.433, 0.867014, 3.36402, 0.866458, 3.30315, 0.866875, 0
4.97548, 0.873717, 0.863958, 11.3019, 3.83493, 0.863889, 3.76596, 0.864167, 3.70102, 0.86375, 0
5.32026, 0.871539, 0.861875, 12.2025, 4.13513, 0.861875, 4.06615, 0.861944, 4.00122, 0.862153, 0
5.66512, 0.869131, 0.858889, 13.2977, 4.50019, 0.858958, 4.43121, 0.858819, 4.36628, 0.858958, 0
6.00998, 0.866319, 0.856528, 14.4014, 4.8654, 0.85625, 4.80048, 0.856528, 4.73555, 0.856528, 0
6.36701, 0.8637, 0.854097, 15.4033, 5.20208, 0.854097, 5.1331, 0.854306, 5.06816, 0.854306, 0
6.73213, 0.860497, 0.849861, 16.4015, 5.53481, 0.849514, 5.46583, 0.849861, 5.4009, 0.849722, 0
7.09747, 0.857472, 0.846528, 17.5014, 5.90008, 0.846181, 5.8311, 0.845903, 5.77023, 0.84625, 0
7.45053, 0.854731, 0.843403, 18.6012, 6.26938, 0.843542, 6.20042, 0.843542, 6.13139, 0.843403, 0
7.80362, 0.851731, 0.839583, 19.3968, 6.60223, 0.839583, 6.33031, 0.840069, 6.46423, 0.840069, 0
8.15247, 0.848225, 0.836458, 20.3945, 6.93479, 0.836389, 6.66288, 0.836389, 6.79679, 0.836042, 0
8.50149, 0.844031, 0.832083, 21.5674, 7.33658, 0.832014, 7.06467, 0.832083, 7.16613, 0.831111, 0
8.85057, 0.839908, 0.829028, 22.5659, 7.66943, 0.828264, 7.36507, 0.828264, 7.53144, 0.828056, 0
9.19111, 0.836272, 0.824792, 23.1661, 7.96951, 0.825, 7.36507, 0.824583, 7.83152, 0.824792, 0
9.53195, 0.834131, 0.822847, 23.665, 8.10335, 0.8225, 7.36507, 0.822569, 8.19654, 0.822569, 0
9.86883, 0.830497, 0.818472, 24.4362, 8.46866, 0.817986, 7.40161, 0.818403, 8.56592, 0.81875, 0
10.2097, 0.827244, 0.815139, 25.4387, 8.80553, 0.815, 7.73441, 0.814931, 8.89872, 0.815347, 0
10.5788, 0.823036, 0.811458, 26.4362, 9.13805, 0.810833, 8.06693, 0.811458, 9.23125, 0.811458, 0
10.9236, 0.819017, 0.807014, 27.4341, 9.47068, 0.806528, 8.39956, 0.806736, 9.56387, 0.806806, 0
11.2725, 0.814914, 0.802708, 28.5334, 9.83575, 0.801806, 8.76463, 0.802708, 9.933, 0.802778, 0
11.6134, 0.810625, 0.799097, 29.5104, 10.1686, 0.797222, 9.07608, 0.798958, 10.2658, 0.797917, 0
11.9582, 0.807233, 0.794931, 30.18, 10.5053, 0.794444, 9.07608, 0.794931, 10.5985, 0.794444, 0
12.295, 0.804267, 0.791181, 30.8412, 10.8705, 0.790625, 9.07608, 0.791181, 10.8946, 0.790417, 0
12.6723, 0.800575, 0.787361, 31.9168, 11.2721, 0.787431, 9.34839, 0.786944, 11.2963, 0.787153, 0
13.0375, 0.796886, 0.782986, 32.6473, 11.6374, 0.782986, 9.34839, 0.783264, 11.6615, 0.783611, 0
13.3986, 0.793772, 0.778889, 33.2761, 11.9336, 0.778889, 9.34839, 0.778819, 11.9942, 0.778819, 0
13.776, 0.789917, 0.775417, 34.3475, 12.2988, 0.775417, 9.68523, 0.775347, 12.3635, 0.774861, 0
14.117, 0.786364, 0.771597, 35.35, 12.6357, 0.771528, 10.018, 0.771528, 12.6963, 0.77125, 0
14.4824, 0.782453, 0.766736, 36.5435, 13.0335, 0.766458, 10.4159, 0.767222, 13.0941, 0.76625, 0
14.8516, 0.778397, 0.761944, 37.6474, 13.3988, 0.762292, 10.7852, 0.762292, 13.4635, 0.762986, 0
15.1965, 0.774658, 0.758264, 38.5484, 13.6991, 0.758264, 11.0855, 0.758194, 13.7638, 0.758403, 0
15.5334, 0.7709, 0.754514, 39.6479, 14.0683, 0.754514, 11.4507, 0.754306, 14.1289, 0.754236, 0
15.8784, 0.766894, 0.749861, 40.6465, 14.4012, 0.750208, 11.7835, 0.750556, 14.4618, 0.749861, 0
16.2515, 0.763275, 0.745694, 41.6763, 14.7336, 0.745278, 12.1484, 0.745764, 14.7943, 0.745347, 0
16.6086, 0.759994, 0.743333, 42.5489, 14.8351, 0.742917, 12.5503, 0.742847, 15.1635, 0.742569, 0
16.9819, 0.756567, 0.739514, 43.5794, 15.1678, 0.73875, 12.8829, 0.739097, 15.5287, 0.738681, 0
17.343, 0.752958, 0.734167, 44.7846, 15.5695, 0.734097, 13.2846, 0.733958, 15.9304, 0.734792, 0
17.6839, 0.748981, 0.730208, 45.782, 15.9014, 0.729931, 13.6174, 0.730486, 16.2632, 0.730139, 0
18.0573, 0.745036, 0.726875, 46.7804, 16.2342, 0.726181, 13.9502, 0.726597, 16.596, 0.726667, 0
18.4265, 0.740925, 0.7225, 47.9815, 16.6319, 0.722292, 14.3519, 0.7225, 16.9977, 0.722778, 0
18.7635, 0.737511, 0.719375, 48.7164, 16.7009, 0.719097, 14.7174, 0.719375, 17.2982, 0.719097, 0
19.1085, 0.73565, 0.717708, 49.4104, 16.7009, 0.717708, 15.0501, 0.717708, 17.6594, 0.717778, 0
19.4737, 0.732667, 0.714375, 50.0355, 16.7009, 0.714097, 15.3424, 0.714375, 17.9922, 0.714097, 0
19.8427, 0.728033, 0.709722, 51.1749, 17.0374, 0.709722, 15.7439, 0.709653, 18.3936, 0.709722, 0
20.208, 0.722369, 0.705347, 52.1736, 17.3703, 0.70375, 16.0768, 0.704653, 18.7265, 0.704583, 0
20.5733, 0.718122, 0.700764, 53.1708, 17.7019, 0.699861, 16.4096, 0.700417, 19.0593, 0.700347, 0
20.9264, 0.714408, 0.696875, 54.06, 17.7226, 0.696458, 16.8438, 0.696528, 19.4935, 0.696458, 0
21.2916, 0.711428, 0.694028, 54.6605, 17.7226, 0.693819, 17.1441, 0.693819, 19.7938, 0.693333, 0
21.6647, 0.708675, 0.690486, 55.4597, 17.7226, 0.690486, 17.5417, 0.690486, 20.1954, 0.690208, 0
22.0421, 0.705744, 0.687431, 56.2264, 17.7226, 0.687431, 17.9108, 0.687292, 20.5929, 0.687431, 0
22.4193, 0.702944, 0.684792, 57.1593, 17.889, 0.684792, 18.3083, 0.685, 20.9621, 0.684167, 0
22.7844, 0.699014, 0.681111, 58.1615, 18.2217, 0.681181, 18.645, 0.680972, 21.2948, 0.680625, 0
23.1618, 0.694997, 0.676944, 59.3168, 18.6235, 0.67625, 19.0009, 0.676389, 21.6925, 0.676667, 0
