Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,random
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.361405, 1, 1, 0, 0, 1, 0
0.763399, 1, 1, 0, 0, 1, 0
1.12477, 0.984117, 0.978789, 0, 0, 0.978789, 0
1.47011, 0.984117, 0.978789, 0, 0, 0.978789, 0
1.81124, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.19311, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.57914, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.96521, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.3064, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.70869, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.11073, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.45191, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.79309, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.13441, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.47168, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.84136, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.22319, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.60487, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.95797, 0.984117, 0.978789, 0, 0, 0.978789, 0
7.3031, 0.984117, 0.978789, 0, 0, 0.978789, 0
7.65663, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.05045, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.4402, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.79336, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.14256, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.48362, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.82059, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.1615, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.5067, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.8761, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.2699, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.6475, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.9927, 0.984117, 0.978789, 0, 0, 0.978789, 0
12.3337, 0.984117, 0.978789, 0, 0, 0.978789, 0
12.7317, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.1296, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.4909, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.8321, 0.984117, 0.978789, 0, 0, 0.978789, 0
14.222, 0.984117, 0.978789, 0, 0, 0.978789, 0
14.5591, 0.984117, 0.978789, 0, 0, 0.978789, 0
14.9083, 0.984117, 0.978789, 0, 0, 0.978789, 0
15.3063, 0.984117, 0.978789, 0, 0, 0.978789, 0
15.6921, 0.984117, 0.978789, 0, 0, 0.978789, 0
