Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,random
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.365809, 1, 1, 0, 0, 1, 0
0.783994, 1, 1, 0, 0, 1, 0
1.16562, 0.979377, 0.978437, 0.332841, 0.332841, 0.978437, 0
1.56369, 0.979163, 0.978073, 1.06222, 1.06222, 0.978073, 0
1.9698, 0.978917, 0.977826, 1.72838, 1.72838, 0.977865, 0
2.32317, 0.9786, 0.97737, 2.39421, 2.39421, 0.97737, 0
2.66016, 0.978433, 0.977279, 2.72718, 2.72718, 0.977122, 0
3.00523, 0.977902, 0.976641, 3.32804, 3.32804, 0.976641, 0
3.35046, 0.971721, 0.97082, 3.98982, 3.98982, 0.969831, 0
3.71186, 0.971396, 0.969544, 3.98982, 3.98982, 0.969544, 0
4.10974, 0.971396, 0.969544, 3.98982, 3.98982, 0.969544, 0
4.45082, 0.971396, 0.969544, 4.05475, 4.05475, 0.969544, 0
4.85691, 0.971377, 0.969544, 4.20101, 4.20101, 0.969544, 0
5.22239, 0.971377, 0.969544, 4.20101, 4.20101, 0.969544, 0
5.56746, 0.971377, 0.969544, 4.20101, 4.20101, 0.969544, 0
5.90449, 0.971377, 0.969544, 4.27406, 4.27406, 0.969544, 0
6.24966, 0.970458, 0.968854, 5.00499, 5.00499, 0.968854, 0
6.65168, 0.969113, 0.966927, 5.19996, 5.19996, 0.966927, 0
6.98861, 0.969113, 0.966927, 5.19996, 5.19996, 0.966927, 0
7.38652, 0.969113, 0.966927, 5.19996, 5.19996, 0.966927, 0
7.72763, 0.969113, 0.966927, 5.19996, 5.19996, 0.966927, 0
8.06883, 0.969113, 0.966927, 5.19996, 5.19996, 0.966927, 0
8.46274, 0.967704, 0.965964, 5.42752, 5.42752, 0.965964, 0
8.79977, 0.967704, 0.965964, 5.42752, 5.42752, 0.965964, 0
9.1409, 0.967704, 0.965964, 5.42752, 5.42752, 0.965964, 0
9.5509, 0.967704, 0.965964, 5.55746, 5.55746, 0.965964, 0
9.89195, 0.967615, 0.965872, 6.0934, 6.0934, 0.965833, 0
10.233, 0.967608, 0.96582, 6.59374, 6.59374, 0.96582, 0
10.6311, 0.967608, 0.96582, 6.59374, 6.59374, 0.96582, 0
11.0331, 0.967606, 0.96582, 7.06482, 7.06482, 0.965807, 0
11.3781, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
11.7231, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
12.0642, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
12.454, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
12.8155, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
13.1768, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
13.5423, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
13.9078, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
14.2652, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
14.6307, 0.967585, 0.965703, 7.53601, 7.53601, 0.965703, 0
15.0327, 0.967581, 0.965703, 8.34001, 8.34001, 0.965703, 0
15.3898, 0.967581, 0.965703, 8.47503, 8.47503, 0.965703, 0
15.7756, 0.967581, 0.965703, 8.47503, 8.47503, 0.965703, 0
16.1734, 0.967581, 0.965703, 8.47503, 8.47503, 0.965703, 0
16.5348, 0.967581, 0.965703, 8.47503, 8.47503, 0.965703, 0
16.8799, 0.967579, 0.965703, 8.56447, 8.56447, 0.965703, 0
17.2738, 0.967579, 0.965703, 8.56447, 8.56447, 0.965703, 0
17.6354, 0.967579, 0.965703, 8.56447, 8.56447, 0.965703, 0
18.0375, 0.967579, 0.965703, 8.56447, 8.56447, 0.965703, 0
18.3867, 0.967579, 0.965703, 8.56447, 8.56447, 0.965703, 0
18.7438, 0.967579, 0.965703, 8.65391, 8.65391, 0.965703, 0
19.1538, 0.967579, 0.965703, 8.65391, 8.65391, 0.965703, 0
19.5153, 0.967579, 0.965703, 8.65391, 8.65391, 0.965703, 0
19.9133, 0.967579, 0.965703, 9.05188, 9.05188, 0.965703, 0
20.2748, 0.967573, 0.965703, 9.58691, 9.58691, 0.965703, 0
20.6159, 0.967535, 0.965677, 9.77071, 9.77071, 0.965677, 0
21.0139, 0.967535, 0.965677, 9.77071, 9.77071, 0.965677, 0
21.3956, 0.967535, 0.965677, 9.77071, 9.77071, 0.965677, 0
21.7651, 0.967535, 0.965677, 9.77071, 9.77071, 0.965677, 0
22.1143, 0.967535, 0.965677, 9.77071, 9.77071, 0.965677, 0
22.5163, 0.967535, 0.965677, 9.82728, 9.82728, 0.965677, 0
22.9061, 0.967535, 0.965677, 9.82728, 9.82728, 0.965677, 0
23.2794, 0.967535, 0.965677, 9.82728, 9.82728, 0.965677, 0
23.649, 0.967535, 0.965677, 9.82728, 9.82728, 0.965677, 0
24.0062, 0.967535, 0.965677, 9.82728, 9.82728, 0.965677, 0
24.3475, 0.967535, 0.965677, 9.82728, 9.82728, 0.965677, 0
