Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,random
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.378162, 1, 1, 0, 0, 1, 0
0.715189, 1, 1, 0, 0, 1, 0
1.08883, 0.98069, 0.978789, 0.13807, 0.13807, 0.978789, 0
1.46653, 0.98069, 0.978294, 0.13807, 0.13807, 0.978294, 0
1.81168, 0.98069, 0.978294, 0.13807, 0.13807, 0.978294, 0
2.19764, 0.979606, 0.978294, 0.470978, 0.470978, 0.978203, 0
2.59163, 0.97864, 0.97776, 1.13733, 1.13733, 0.977148, 0
2.96524, 0.978525, 0.97707, 1.40536, 1.40536, 0.97707, 0
3.30222, 0.978525, 0.97707, 1.40536, 1.40536, 0.97707, 0
3.67986, 0.978525, 0.97707, 1.40536, 1.40536, 0.97707, 0
4.0575, 0.978525, 0.97707, 1.40536, 1.40536, 0.97707, 0
4.45548, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
4.84128, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
5.23114, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
5.58044, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
5.97034, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
6.37259, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
6.71378, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
7.10798, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
7.44917, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
7.84291, 0.978519, 0.97707, 1.46494, 1.46494, 0.97707, 0
8.24093, 0.97851, 0.97707, 1.50494, 1.50494, 0.97707, 0
8.59016, 0.97851, 0.977044, 1.50494, 1.50494, 0.977044, 0
8.92698, 0.97851, 0.977044, 1.50494, 1.50494, 0.977044, 0
9.33284, 0.978504, 0.977044, 1.59438, 1.59438, 0.977044, 0
9.71039, 0.978477, 0.977031, 2.19523, 2.19523, 0.977031, 0
10.0473, 0.978471, 0.977031, 2.86085, 2.86085, 0.977031, 0
10.4168, 0.978469, 0.977031, 3.59157, 3.59157, 0.977018, 0
10.7539, 0.978469, 0.977018, 4.25753, 4.25753, 0.977018, 0
11.0909, 0.978177, 0.976836, 4.91758, 4.91758, 0.976706, 0
11.4605, 0.977717, 0.976445, 5.19975, 5.19975, 0.976237, 0
11.8505, 0.974531, 0.97582, 5.59975, 5.59975, 0.971315, 0
12.2527, 0.973127, 0.970247, 5.76467, 5.76467, 0.970247, 0
12.602, 0.9712, 0.968555, 6.03278, 6.03278, 0.968555, 0
12.9838, 0.969683, 0.967682, 6.76383, 6.76383, 0.967682, 0
13.3738, 0.969642, 0.967318, 6.76383, 6.76383, 0.967318, 0
13.7474, 0.969642, 0.967318, 6.76383, 6.76383, 0.967318, 0
14.0925, 0.969642, 0.967318, 6.76383, 6.76383, 0.967318, 0
14.4745, 0.969021, 0.967318, 6.89415, 6.89415, 0.966536, 0
14.8158, 0.969021, 0.966536, 6.89415, 6.89415, 0.966536, 0
15.2098, 0.969021, 0.966536, 6.89415, 6.89415, 0.966536, 0
15.5671, 0.96895, 0.966536, 7.29219, 7.29219, 0.966523, 0
15.9125, 0.968942, 0.966354, 7.83805, 7.83805, 0.966354, 0
16.266, 0.96894, 0.966354, 7.93299, 7.93299, 0.966354, 0
16.6642, 0.96894, 0.966354, 7.93299, 7.93299, 0.966354, 0
17.0096, 0.96894, 0.966354, 7.93299, 7.93299, 0.966354, 0
17.3465, 0.96894, 0.966354, 8.02244, 8.02244, 0.966354, 0
