Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,random
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.357396, 1, 1, 0, 0, 1, 0
0.723003, 1, 1, 0, 0, 1, 0
1.07625, 0.981715, 1, 0.138019, 0.138019, 1, 0
1.41762, 0.980615, 0.978281, 0.332876, 0.332876, 0.978281, 0
1.76703, 0.979033, 0.977852, 0.999071, 0.999071, 0.977878, 0
2.14888, 0.978867, 0.977604, 1.39715, 1.39715, 0.977604, 0
2.54291, 0.978783, 0.977526, 1.86016, 1.86016, 0.977487, 0
2.91668, 0.978552, 0.97724, 2.1284, 2.1284, 0.97724, 0
3.31095, 0.978463, 0.97724, 2.52676, 2.52676, 0.977214, 0
3.67253, 0.978246, 0.976875, 2.79499, 2.79499, 0.976875, 0
4.05061, 0.978029, 0.976771, 3.12835, 3.12835, 0.976602, 0
4.38395, 0.974698, 0.972318, 3.33178, 3.33178, 0.972318, 0
4.77825, 0.974698, 0.972318, 3.40498, 3.40498, 0.972318, 0
5.15637, 0.971781, 0.970169, 3.8035, 3.8035, 0.969362, 0
5.55468, 0.971781, 0.969362, 3.8035, 3.8035, 0.969362, 0
5.94073, 0.97101, 0.969362, 4.20978, 4.20978, 0.969141, 0
6.31896, 0.970681, 0.968607, 4.20978, 4.20978, 0.968607, 0
6.70525, 0.970681, 0.968607, 4.20978, 4.20978, 0.968607, 0
7.06295, 0.970681, 0.968607, 4.20978, 4.20978, 0.968607, 0
7.44095, 0.970681, 0.968607, 4.20978, 4.20978, 0.968607, 0
7.82311, 0.970596, 0.968607, 4.34798, 4.34798, 0.968607, 0
8.15655, 0.970187, 0.968151, 4.47814, 4.47814, 0.968151, 0
8.551, 0.970187, 0.968151, 4.47814, 4.47814, 0.968151, 0
8.8922, 0.970187, 0.968151, 4.47814, 4.47814, 0.968151, 0
9.27847, 0.970187, 0.968151, 4.47814, 4.47814, 0.968151, 0
9.68479, 0.970187, 0.968151, 4.47814, 4.47814, 0.968151, 0
10.0303, 0.967896, 0.967344, 4.81029, 4.81029, 0.966068, 0
10.3676, 0.967896, 0.966068, 4.81029, 4.81029, 0.966068, 0
10.7457, 0.967896, 0.966068, 4.81029, 4.81029, 0.966068, 0
11.0871, 0.967896, 0.966068, 4.81029, 4.81029, 0.966068, 0
11.4732, 0.967896, 0.966068, 4.81029, 4.81029, 0.966068, 0
