Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.386068, 1, 1, 0, 0, 1, 0
0.72326, 1, 1, 0, 0, 1, 0
1.06873, 0.984117, 1, 0, 0, 0.978789, 0
1.40209, 0.984117, 0.978789, 0, 0, 0.978789, 0
1.74771, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.1295, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.49927, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.89726, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.2871, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.66498, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.04303, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.38457, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.779, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.15264, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.4978, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.8673, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.25701, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.63474, 0.984117, 0.978789, 0, 0, 0.978789, 0
6.9961, 0.984117, 0.978789, 0, 0, 0.978789, 0
7.36965, 0.984117, 0.978789, 0, 0, 0.978789, 0
7.7189, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.11287, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.49484, 0.984117, 0.978789, 0, 0, 0.978789, 0
8.87273, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.21391, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.59172, 0.984117, 0.978789, 0, 0, 0.978789, 0
9.96554, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.3596, 0.984117, 0.978789, 0, 0, 0.978789, 0
10.7417, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.095, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.4564, 0.984117, 0.978789, 0, 0, 0.978789, 0
11.826, 0.984117, 0.978789, 0, 0, 0.978789, 0
12.1631, 0.984117, 0.978789, 0, 0, 0.978789, 0
12.5447, 0.984117, 0.978789, 0, 0, 0.978789, 0
12.9222, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.3, 0.984117, 0.978789, 0, 0, 0.978789, 0
13.6859, 0.984117, 0.978789, 0, 0, 0.978789, 0
