Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.345308, 1, 1, 0, 0, 1, 0
0.682328, 1, 1, 0, 0, 1, 0
1.03147, 0.964656, 0.943815, 0, 0, 0.943815, 0
1.36842, 0.964656, 0.943815, 0, 0, 0.943815, 0
1.75417, 0.964656, 0.943815, 0, 0, 0.943815, 0
2.10738, 0.964656, 0.943815, 0, 0, 0.943815, 0
2.50934, 0.964656, 0.943815, 0, 0, 0.943815, 0
2.89103, 0.964656, 0.943815, 0, 0, 0.943815, 0
3.28496, 0.964656, 0.943815, 0, 0, 0.943815, 0
3.6546, 0.964656, 0.943815, 0, 0, 0.943815, 0
4.03641, 0.964656, 0.943815, 0, 0, 0.943815, 0
4.40195, 0.964656, 0.943815, 0, 0, 0.943815, 0
4.77976, 0.964656, 0.943815, 0, 0, 0.943815, 0
5.16967, 0.964656, 0.943815, 0, 0, 0.943815, 0
5.51888, 0.964656, 0.943815, 0, 0, 0.943815, 0
5.91274, 0.964656, 0.943815, 0, 0, 0.943815, 0
6.30259, 0.964656, 0.943815, 0, 0, 0.943815, 0
6.64777, 0.964656, 0.943815, 0, 0, 0.943815, 0
7.04577, 0.964656, 0.943815, 0, 0, 0.943815, 0
7.41121, 0.964656, 0.943815, 0, 0, 0.943815, 0
7.7769, 0.964656, 0.943815, 0, 0, 0.943815, 0
8.17897, 0.964656, 0.943815, 0, 0, 0.943815, 0
8.5812, 0.964656, 0.943815, 0, 0, 0.943815, 0
8.97109, 0.964656, 0.943815, 0, 0, 0.943815, 0
9.3082, 0.964656, 0.943815, 0, 0, 0.943815, 0
9.66975, 0.964656, 0.943815, 0, 0, 0.943815, 0
10.0068, 0.964656, 0.943815, 0.11697, 0.11697, 0.943815, 0
10.4007, 0.937867, 0.935026, 0.77498, 0.77498, 0.933242, 0
10.7949, 0.920858, 0.922109, 1.49892, 1.49892, 0.918021, 0
11.1321, 0.913181, 0.909661, 2.09872, 2.09872, 0.909661, 0
11.5262, 0.906848, 0.902865, 2.81526, 2.81526, 0.901549, 0
11.9281, 0.90161, 0.897682, 3.53875, 3.53875, 0.896563, 0
12.3138, 0.896269, 0.890924, 4.32086, 4.32086, 0.890924, 0
12.6954, 0.888052, 0.883464, 4.92004, 4.92004, 0.883464, 0
13.0849, 0.877692, 0.87401, 5.69406, 5.69406, 0.870104, 0
13.4421, 0.868273, 0.865091, 6.23468, 6.23468, 0.862083, 0
13.8076, 0.855196, 0.852422, 6.89994, 6.89994, 0.84944, 0
14.2016, 0.838087, 0.833177, 7.61646, 7.61646, 0.830482, 0
14.5996, 0.826331, 0.81987, 8.39852, 8.39852, 0.816784, 0
14.9651, 0.81886, 0.813607, 8.9981, 8.9981, 0.8125, 0
15.3469, 0.811535, 0.806445, 9.78032, 9.78032, 0.803021, 0
15.7124, 0.788665, 0.785742, 10.3798, 10.3798, 0.781016, 0
16.0577, 0.77215, 0.76599, 10.9794, 10.9794, 0.76599, 0
16.4353, 0.765094, 0.756797, 11.6372, 11.6372, 0.756797, 0
16.7724, 0.759387, 0.750846, 12.2365, 12.2365, 0.751497, 0
17.1542, 0.755796, 0.746289, 13.0189, 13.0189, 0.746289, 0
17.5119, 0.752235, 0.743138, 13.6187, 13.6187, 0.743138, 0
17.8895, 0.748829, 0.739844, 14.4009, 14.4009, 0.73918, 0
18.2469, 0.745546, 0.736888, 15.0004, 15.0004, 0.73569, 0
18.6043, 0.742579, 0.733516, 15.5341, 15.5341, 0.733112, 0
18.9575, 0.739321, 0.730625, 16.1991, 16.1991, 0.729987, 0
19.327, 0.734625, 0.724818, 16.857, 16.857, 0.724818, 0
19.6844, 0.730962, 0.72207, 17.5147, 17.5147, 0.721133, 0
20.0459, 0.726729, 0.71651, 18.1142, 18.1142, 0.71651, 0
20.3828, 0.722448, 0.714193, 18.7793, 18.7793, 0.713789, 0
20.7441, 0.719183, 0.711211, 19.3784, 19.3784, 0.710521, 0
21.0851, 0.709919, 0.703945, 20.036, 20.036, 0.699779, 0
21.4464, 0.694948, 0.692461, 20.7009, 20.7009, 0.689297, 0
21.7956, 0.68066, 0.671107, 21.3002, 21.3002, 0.671107, 0
22.1529, 0.672369, 0.6625, 21.958, 21.958, 0.6625, 0
22.5427, 0.670246, 0.660911, 22.74, 22.74, 0.660794, 0
22.9406, 0.669335, 0.660117, 23.4563, 23.4563, 0.659987, 0
23.3222, 0.669108, 0.659818, 24.0555, 24.0555, 0.659779, 0
