Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.357661, 1, 1, 0, 0, 1, 0
0.723225, 1, 1, 0, 0, 1, 0
1.11723, 0.984117, 0.978789, 0, 0, 0.978789, 0
1.49486, 0.984117, 0.978789, 0, 0, 0.978789, 0
1.89697, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.25831, 0.984117, 0.978789, 0, 0, 0.978789, 0
2.61158, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.00127, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.39939, 0.984117, 0.978789, 0, 0, 0.978789, 0
3.76072, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.13839, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.49977, 0.984117, 0.978789, 0, 0, 0.978789, 0
4.8732, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.27102, 0.984117, 0.978789, 0, 0, 0.978789, 0
5.61212, 0.984117, 0.978789, 0.26792, 0.26792, 0.978789, 0
6.00185, 0.979573, 0.978073, 0.933691, 0.933691, 0.977656, 0
6.37538, 0.978831, 0.977214, 1.67259, 1.67259, 0.977174, 0
6.76928, 0.978196, 0.976706, 2.40352, 2.40352, 0.976602, 0
7.11031, 0.97575, 0.976055, 3.13435, 3.13435, 0.974089, 0
7.44736, 0.971721, 0.970508, 3.80027, 3.80027, 0.969727, 0
7.78436, 0.968625, 0.966628, 4.47425, 4.47425, 0.966628, 0
8.17036, 0.967683, 0.965664, 4.8724, 4.8724, 0.965651, 0
8.53988, 0.967642, 0.965612, 4.93741, 4.93741, 0.965612, 0
8.93767, 0.967642, 0.965612, 4.93741, 4.93741, 0.965612, 0
9.30317, 0.967642, 0.965612, 4.93741, 4.93741, 0.965612, 0
9.70508, 0.967642, 0.965612, 4.93741, 4.93741, 0.965612, 0
10.0624, 0.967642, 0.965612, 4.93741, 4.93741, 0.965612, 0
10.4562, 0.967642, 0.965612, 4.93741, 4.93741, 0.965612, 0
10.8338, 0.967642, 0.965612, 4.93741, 4.93741, 0.965612, 0
11.2032, 0.967631, 0.965612, 5.14029, 5.14029, 0.965612, 0
11.5604, 0.967631, 0.965612, 5.14029, 5.14029, 0.965612, 0
11.9505, 0.967454, 0.965404, 5.74172, 5.74172, 0.965378, 0
12.2875, 0.967433, 0.965339, 5.8716, 5.8716, 0.965339, 0
12.661, 0.967433, 0.965339, 5.93658, 5.93658, 0.965339, 0
13.0346, 0.96731, 0.965273, 6.26952, 6.26952, 0.965273, 0
13.3962, 0.96731, 0.965273, 6.26952, 6.26952, 0.965273, 0
13.7619, 0.96731, 0.965273, 6.26952, 6.26952, 0.965273, 0
14.1435, 0.967287, 0.965247, 6.4725, 6.4725, 0.965247, 0
14.5129, 0.967287, 0.965247, 6.4725, 6.4725, 0.965247, 0
14.8619, 0.967287, 0.965247, 6.74029, 6.74029, 0.965247, 0
15.2233, 0.967287, 0.965247, 6.74029, 6.74029, 0.965247, 0
15.5723, 0.967287, 0.965247, 6.8702, 6.8702, 0.965247, 0
15.9377, 0.967287, 0.965247, 6.8702, 6.8702, 0.965247, 0
16.3033, 0.967287, 0.965247, 6.8702, 6.8702, 0.965247, 0
16.677, 0.967287, 0.965247, 6.8702, 6.8702, 0.965247, 0
17.0506, 0.967287, 0.965247, 7.07322, 7.07322, 0.965247, 0
17.3999, 0.967287, 0.965247, 7.07322, 7.07322, 0.965247, 0
17.7693, 0.967287, 0.965247, 7.07322, 7.07322, 0.965247, 0
