Package version:,2.1.7
Scenario:,apartment1
Connectivity:,global
Planner type:,objectsearch
Robot count:,1
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Navigation failures
0.337315, 1, 1, 0, 0, 1, 0
0.674532, 1, 1, 0, 0, 1, 0
1.0157, 0.964656, 1, 0, 0, 0.943815, 0
1.40143, 0.964656, 0.943815, 0, 0, 0.943815, 0
1.79935, 0.964656, 0.943815, 0, 0, 0.943815, 0
2.19738, 0.964656, 0.943815, 0, 0, 0.943815, 0
2.56703, 0.964656, 0.943815, 0, 0, 0.943815, 0
2.9203, 0.964656, 0.943815, 0, 0, 0.943815, 0
3.25736, 0.964656, 0.943815, 0, 0, 0.943815, 0
3.59437, 0.964656, 0.943815, 0, 0, 0.943815, 0
3.93954, 0.964656, 0.943815, 0, 0, 0.943815, 0
4.27661, 0.964656, 0.943815, 0, 0, 0.943815, 0
4.63803, 0.964656, 0.943815, 0, 0, 0.943815, 0
5.02395, 0.964656, 0.943815, 0, 0, 0.943815, 0
5.38536, 0.964656, 0.943815, 0, 0, 0.943815, 0
5.72244, 0.964656, 0.943815, 0, 0, 0.943815, 0
6.06761, 0.964656, 0.943815, 0, 0, 0.943815, 0
6.46164, 0.964656, 0.943815, 0, 0, 0.943815, 0
6.83529, 0.964656, 0.943815, 0, 0, 0.943815, 0
7.23745, 0.964656, 0.943815, 0, 0, 0.943815, 0
7.58261, 0.964656, 0.943815, 0, 0, 0.943815, 0
7.93588, 0.964656, 0.943815, 0, 0, 0.943815, 0
8.32989, 0.964656, 0.943815, 0, 0, 0.943815, 0
8.67913, 0.964656, 0.943815, 0, 0, 0.943815, 0
9.0812, 0.964656, 0.943815, 0, 0, 0.943815, 0
9.42636, 0.964656, 0.943815, 0, 0, 0.943815, 0
9.79999, 0.964656, 0.943815, 0, 0, 0.943815, 0
10.1859, 0.964656, 0.943815, 0, 0, 0.943815, 0
10.5635, 0.964656, 0.943815, 0, 0, 0.943815, 0
10.937, 0.964656, 0.943815, 0, 0, 0.943815, 0
11.3349, 0.964656, 0.943815, 0, 0, 0.943815, 0
11.6923, 0.964656, 0.943815, 0, 0, 0.943815, 0
12.086, 0.964656, 0.943815, 0, 0, 0.943815, 0
12.4637, 0.964656, 0.943815, 0, 0, 0.943815, 0
12.8007, 0.964656, 0.943815, 0, 0, 0.943815, 0
13.1498, 0.964656, 0.943815, 0, 0, 0.943815, 0
13.5153, 0.964656, 0.943815, 0, 0, 0.943815, 0
13.9051, 0.964656, 0.943815, 0, 0, 0.943815, 0
14.291, 0.964656, 0.943815, 0, 0, 0.943815, 0
14.6402, 0.964656, 0.943815, 0, 0, 0.943815, 0
14.9855, 0.964656, 0.943815, 0, 0, 0.943815, 0
15.3225, 0.964656, 0.943815, 0, 0, 0.943815, 0
15.7123, 0.964656, 0.943815, 0, 0, 0.943815, 0
16.1022, 0.964656, 0.943815, 0, 0, 0.943815, 0
16.4879, 0.964656, 0.943815, 0, 0, 0.943815, 0
16.8657, 0.964656, 0.943815, 0, 0, 0.943815, 0
17.2027, 0.964656, 0.943815, 0, 0, 0.943815, 0
17.5929, 0.964656, 0.943815, 0, 0, 0.943815, 0
17.9665, 0.964656, 0.943815, 0, 0, 0.943815, 0
18.3482, 0.964656, 0.943815, 0, 0, 0.943815, 0
18.6852, 0.964656, 0.943815, 0, 0, 0.943815, 0
19.0222, 0.964656, 0.943815, 0, 0, 0.943815, 0
19.3591, 0.964656, 0.943815, 0, 0, 0.943815, 0
19.6962, 0.964656, 0.943815, 0, 0, 0.943815, 0
20.0334, 0.964656, 0.943815, 0, 0, 0.943815, 0
20.4153, 0.964656, 0.943815, 0, 0, 0.943815, 0
20.8052, 0.964656, 0.943815, 0, 0, 0.943815, 0
21.1464, 0.964656, 0.943815, 0, 0, 0.943815, 0
21.5562, 0.964656, 0.943815, 0, 0, 0.943815, 0
21.9094, 0.964656, 0.943815, 0, 0, 0.943815, 0
22.2504, 0.964656, 0.943815, 0, 0, 0.943815, 0
22.5996, 0.964656, 0.943815, 0, 0, 0.943815, 0
22.9527, 0.964656, 0.943815, 0, 0, 0.943815, 0
23.3426, 0.964656, 0.943815, 0, 0, 0.943815, 0
23.7363, 0.964656, 0.943815, 0, 0, 0.943815, 0
24.1057, 0.964656, 0.943815, 0, 0, 0.943815, 0
24.5036, 0.964656, 0.943815, 0, 0, 0.943815, 0
24.8447, 0.964656, 0.943815, 0, 0, 0.943815, 0
25.2344, 0.964656, 0.943815, 0, 0, 0.943815, 0
25.6079, 0.964656, 0.943815, 0, 0, 0.943815, 0
25.9448, 0.964656, 0.943815, 0, 0, 0.943815, 0
26.2856, 0.964656, 0.943815, 0, 0, 0.943815, 0
26.6306, 0.964656, 0.943815, 0, 0, 0.943815, 0
26.9675, 0.964656, 0.943815, 0, 0, 0.943815, 0
27.3695, 0.964656, 0.943815, 0, 0, 0.943815, 0
27.7594, 0.964656, 0.943815, 0, 0, 0.943815, 0
28.1007, 0.964656, 0.943815, 0, 0, 0.943815, 0
28.4378, 0.964656, 0.943815, 0, 0, 0.943815, 0
28.783, 0.964656, 0.943815, 0, 0, 0.943815, 0
29.1442, 0.964656, 0.943815, 0, 0, 0.943815, 0
29.4974, 0.964656, 0.943815, 0, 0, 0.943815, 0
29.8913, 0.964656, 0.943815, 0, 0, 0.943815, 0
30.2405, 0.964656, 0.943815, 0, 0, 0.943815, 0
30.6224, 0.964656, 0.943815, 0, 0, 0.943815, 0
