Package version:,2.1.7
Scenario:,forest
Connectivity:,global
Planner type:,frontier
Robot count:,3
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Distance (robot 2) [m], Map uncertainty (robot 2) [-], Distance (robot 3) [m], Map uncertainty (robot 3) [-], Navigation failures
0.353242, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0
0.702262, 0.920442, 1, 0, 0, 0.918681, 0, 0.892292, 0, 0.892292, 0
1.07168, 0.905208, 0.885139, 0.365356, 0.365356, 0.884931, 0, 0.885486, 0, 0.885139, 0
1.43283, 0.90335, 0.884375, 0.665754, 0.665754, 0.884236, 0, 0.884375, 0, 0.884236, 0
1.79403, 0.898469, 0.882014, 1.30285, 1.03496, 0.882014, 0, 0.882014, 0.267885, 0.882361, 0
2.1673, 0.895314, 0.879306, 2.13056, 1.43259, 0.878194, 0, 0.878333, 0.697961, 0.878958, 0
2.51217, 0.892603, 0.875764, 2.69847, 1.73277, 0.876111, 0, 0.876111, 0.965696, 0.876528, 0
2.85311, 0.887233, 0.873194, 3.63611, 2.1346, 0.872778, 0.133981, 0.873194, 1.36753, 0.872986, 0
3.21018, 0.879031, 0.867986, 4.53697, 2.43489, 0.868472, 0.434266, 0.868056, 1.66781, 0.867986, 0
3.57134, 0.874986, 0.864375, 5.49876, 2.76766, 0.864444, 0.864395, 0.864722, 1.86671, 0.864375, 0
3.92826, 0.873864, 0.863194, 5.79888, 2.76766, 0.863125, 1.16451, 0.862917, 1.86671, 0.863125, 0
4.29345, 0.872553, 0.861806, 6.16816, 2.76766, 0.861806, 1.53379, 0.861597, 1.86671, 0.861806, 0
4.67066, 0.870969, 0.86, 7.0036, 2.90152, 0.86, 1.96773, 0.859792, 2.13435, 0.859722, 0
5.03173, 0.866989, 0.855486, 8.00164, 3.2342, 0.854722, 2.30041, 0.855347, 2.46703, 0.855347, 0
5.38879, 0.862758, 0.851042, 8.99903, 3.56621, 0.851319, 2.6331, 0.850694, 2.79972, 0.851042, 0
5.74981, 0.858672, 0.847222, 10.1847, 3.96378, 0.847014, 3.03068, 0.847153, 3.19019, 0.846736, 0
