Package version:,2.1.7
Scenario:,forest
Connectivity:,global
Planner type:,frontier
Robot count:,3
Branch reuse:,enabled
Local reward:,enabled
Min. tree age:,48
Iteration discount:,0.8
Exploration factor:,0.2
Min plan value:,0.001
Action caching:,disabled
ROS time multiplier:,1

Time [s], Map uncertainty (global) [-], Map uncertainty (GS) [-], Total distance [m], Distance (robot 1) [m], Map uncertainty (robot 1) [-], Distance (robot 2) [m], Map uncertainty (robot 2) [-], Distance (robot 3) [m], Map uncertainty (robot 3) [-], Navigation failures
32.5203, 0.667992, 0.648611, 65.8144, 20.3039, 0.648819, 19.9285, 0.648611, 25.582, 0.648819, 0
32.8693, 0.667014, 0.647431, 66.2971, 20.3849, 0.647431, 20.3302, 0.647431, 25.582, 0.647431, 0
33.2183, 0.665558, 0.646597, 66.6947, 20.4823, 0.646597, 20.6304, 0.646597, 25.582, 0.646597, 0
33.5592, 0.664367, 0.644861, 67.133, 20.5878, 0.645278, 20.9632, 0.644583, 25.582, 0.645278, 0
33.904, 0.662775, 0.643403, 67.64, 20.6932, 0.643403, 21.3648, 0.643403, 25.582, 0.644028, 0
34.2447, 0.661769, 0.642292, 67.9064, 20.7662, 0.642361, 21.5583, 0.642292, 25.582, 0.642292, 0
34.5855, 0.661739, 0.642292, 68.0164, 20.8071, 0.642292, 21.6272, 0.642292, 25.582, 0.642292, 0
34.9507, 0.661567, 0.642222, 68.2559, 20.8761, 0.642222, 21.6315, 0.642222, 25.7483, 0.642222, 0
35.2957, 0.660475, 0.640972, 68.662, 20.9087, 0.640972, 21.7046, 0.641042, 26.0487, 0.640764, 0
35.6527, 0.659508, 0.639931, 69.3195, 21.071, 0.639931, 21.8022, 0.639931, 26.4463, 0.639861, 0
36.0141, 0.658353, 0.638958, 69.8312, 21.1441, 0.639236, 21.9037, 0.63875, 26.7833, 0.63875, 0
36.3997, 0.657433, 0.638264, 70.2737, 21.1482, 0.638264, 21.9768, 0.638056, 27.1487, 0.637778, 0
36.7487, 0.656392, 0.637083, 70.8174, 21.2212, 0.636875, 22.0498, 0.637083, 27.5464, 0.637083, 0
37.11, 0.655575, 0.636181, 71.3936, 21.3876, 0.635694, 22.1594, 0.635694, 27.8467, 0.635694, 0
37.4711, 0.655361, 0.635625, 71.7508, 21.5662, 0.635625, 22.3379, 0.635625, 27.8467, 0.635625, 0
37.8283, 0.655361, 0.635625, 71.8241, 21.6312, 0.635625, 22.3462, 0.635625, 27.8467, 0.635625, 0
38.1773, 0.654719, 0.635347, 72.3395, 21.7085, 0.635417, 22.4153, 0.635347, 28.2156, 0.635139, 0
38.5469, 0.653817, 0.634236, 72.7456, 21.7126, 0.634236, 22.4844, 0.634236, 28.5486, 0.634097, 0
38.8918, 0.652925, 0.633403, 73.2244, 21.7856, 0.633403, 22.5575, 0.633403, 28.8814, 0.633194, 0
39.2652, 0.65205, 0.632431, 73.7398, 21.8587, 0.632431, 22.6344, 0.632431, 29.2467, 0.632153, 0
39.6304, 0.651983, 0.631944, 73.89, 21.9317, 0.631944, 22.7116, 0.631944, 29.2467, 0.631944, 0
39.9671, 0.651831, 0.631597, 74.1618, 22.0047, 0.631944, 22.8091, 0.631597, 29.348, 0.631597, 0
40.3282, 0.650903, 0.630556, 74.6651, 22.0131, 0.630556, 22.9065, 0.630417, 29.7456, 0.630347, 0
40.6811, 0.649775, 0.629375, 75.0794, 22.0213, 0.629375, 22.9797, 0.629306, 30.0784, 0.629306, 0
41.0504, 0.648822, 0.628611, 75.5951, 22.0946, 0.628472, 23.0529, 0.628403, 30.4476, 0.628403, 0
41.4037, 0.648078, 0.627708, 76.123, 22.1596, 0.627708, 23.1179, 0.627708, 30.8455, 0.6275, 0
41.7568, 0.647056, 0.626389, 76.5939, 22.2286, 0.626528, 23.187, 0.626528, 31.1783, 0.626389, 0
42.1222, 0.646175, 0.625764, 77.053, 22.2409, 0.625764, 23.2967, 0.625764, 31.5153, 0.625694, 0
42.4916, 0.645261, 0.624583, 77.5606, 22.3467, 0.624583, 23.3698, 0.624444, 31.844, 0.624444, 0
42.8284, 0.644433, 0.623958, 78.0232, 22.4116, 0.62375, 23.4348, 0.623958, 32.1768, 0.62375, 0
43.1857, 0.643586, 0.623125, 78.5266, 22.5132, 0.623125, 23.4713, 0.623056, 32.5421, 0.623056, 0
43.5549, 0.643414, 0.622847, 78.8313, 22.5823, 0.622847, 23.6378, 0.622847, 32.6112, 0.622847, 0
43.904, 0.643197, 0.6225, 79.0139, 22.5904, 0.6225, 23.6783, 0.6225, 32.7452, 0.6225, 0
44.2653, 0.642403, 0.621806, 79.6799, 22.7285, 0.621806, 23.8083, 0.621806, 33.143, 0.621736, 0
44.6184, 0.641703, 0.621319, 80.1952, 22.834, 0.621319, 23.8488, 0.621319, 33.5124, 0.621181, 0
44.9795, 0.641103, 0.620417, 80.6116, 22.9396, 0.620417, 23.8895, 0.620417, 33.7825, 0.620417, 0
45.3406, 0.640531, 0.619861, 81.058, 22.9477, 0.619861, 23.9625, 0.619861, 34.1477, 0.619861, 0
45.6815, 0.639833, 0.619028, 81.6101, 23.0289, 0.619028, 24.1006, 0.619028, 34.4806, 0.618889, 0
46.0388, 0.639222, 0.618542, 82.0448, 23.0453, 0.618542, 24.117, 0.618542, 34.8824, 0.618542, 0
46.4001, 0.638708, 0.617778, 82.386, 23.0455, 0.617778, 24.1901, 0.617778, 35.1504, 0.617431, 0
46.7449, 0.638081, 0.617292, 82.9216, 23.1145, 0.617292, 24.2591, 0.617292, 35.548, 0.617292, 0
47.0978, 0.637408, 0.616319, 83.4934, 23.2159, 0.616319, 24.393, 0.616389, 35.8846, 0.616319, 0
47.4629, 0.636786, 0.616111, 83.9478, 23.3214, 0.616111, 24.4091, 0.616111, 36.2173, 0.615764, 0
47.8119, 0.636133, 0.615417, 84.5159, 23.3864, 0.615417, 24.5146, 0.615417, 36.615, 0.615208, 0
48.1568, 0.635717, 0.614792, 84.9299, 23.427, 0.615139, 24.6242, 0.615139, 36.8788, 0.614722, 0
48.5262, 0.635539, 0.614375, 85.0922, 23.5081, 0.614375, 24.6363, 0.614375, 36.9478, 0.614375, 0
48.8955, 0.635539, 0.614375, 85.1898, 23.5894, 0.614375, 24.6527, 0.614375, 36.9478, 0.614375, 0
49.2404, 0.634986, 0.614097, 85.8268, 23.7842, 0.614097, 24.7297, 0.614097, 37.3128, 0.614097, 0
49.6137, 0.634103, 0.613333, 86.468, 23.9141, 0.612917, 24.8717, 0.612917, 37.6821, 0.612847, 0
49.9749, 0.633231, 0.611806, 86.9145, 23.9872, 0.611806, 24.8799, 0.611806, 38.0474, 0.611806, 0
50.3402, 0.632589, 0.611181, 87.1947, 24.0928, 0.611181, 24.8882, 0.611181, 38.2137, 0.611181, 0
50.7093, 0.632589, 0.611181, 87.4464, 24.2064, 0.611181, 25.0262, 0.611181, 38.2137, 0.611181, 0
51.0542, 0.632589, 0.611181, 87.56, 24.3119, 0.611181, 25.0344, 0.611181, 38.2137, 0.611181, 0
51.4114, 0.632589, 0.611181, 87.7103, 24.3891, 0.611181, 25.1075, 0.611181, 38.2137, 0.611181, 0
51.7727, 0.632589, 0.611181, 87.8443, 24.4094, 0.611181, 25.2211, 0.611181, 38.2137, 0.611181, 0
52.1096, 0.632589, 0.611181, 87.8932, 24.4176, 0.611181, 25.2619, 0.611181, 38.2137, 0.611181, 0
52.4464, 0.632208, 0.610764, 88.3398, 24.4908, 0.610764, 25.335, 0.610764, 38.514, 0.610764, 0
52.8075, 0.631169, 0.609722, 88.7379, 24.5559, 0.609931, 25.3352, 0.609722, 38.8468, 0.609444, 0
53.1726, 0.630306, 0.608819, 89.2044, 24.5721, 0.608819, 25.3838, 0.608542, 39.2484, 0.608542, 0
53.5134, 0.629419, 0.607153, 89.7965, 24.6857, 0.6075, 25.5623, 0.6075, 39.5485, 0.607153, 0
53.8787, 0.628506, 0.606597, 90.2757, 24.7913, 0.606528, 25.5705, 0.606597, 39.9139, 0.606181, 0
54.24, 0.627572, 0.605208, 90.6654, 24.8035, 0.605208, 25.5827, 0.605208, 40.2792, 0.605, 0
54.5972, 0.626428, 0.604097, 91.2053, 24.9374, 0.604167, 25.6518, 0.604097, 40.6161, 0.603889, 0
54.9624, 0.625003, 0.602778, 91.749, 25.0754, 0.602778, 25.6599, 0.602569, 41.0138, 0.602569, 0
55.3277, 0.623603, 0.601528, 92.0984, 25.0836, 0.601528, 25.6682, 0.601528, 41.3466, 0.601111, 0
55.693, 0.622136, 0.599861, 92.6463, 25.1567, 0.599861, 25.7412, 0.599861, 41.7485, 0.599861, 0
56.0541, 0.620858, 0.598819, 92.9224, 25.1608, 0.598819, 25.8468, 0.598819, 41.9148, 0.598819, 0
56.4032, 0.620858, 0.598819, 92.9673, 25.165, 0.598819, 25.8875, 0.598819, 41.9148, 0.598819, 0
56.7604, 0.620858, 0.598819, 93.1866, 25.303, 0.598819, 25.9687, 0.598819, 41.9148, 0.598819, 0
57.1339, 0.620858, 0.598819, 93.2192, 25.3194, 0.598819, 25.9851, 0.598819, 41.9148, 0.598819, 0
57.4993, 0.620119, 0.598194, 93.6578, 25.3926, 0.598194, 26.05, 0.598194, 42.2151, 0.598056, 0
57.8401, 0.619111, 0.597361, 93.999, 25.3968, 0.597361, 26.0542, 0.597361, 42.5479, 0.597153, 0
58.1932, 0.618172, 0.596319, 94.4373, 25.5307, 0.596319, 26.1232, 0.596319, 42.7834, 0.596319, 0
58.5544, 0.618172, 0.596319, 94.5348, 25.5957, 0.596319, 26.1557, 0.596319, 42.7834, 0.596319, 0
58.9197, 0.618172, 0.596319, 94.6161, 25.6364, 0.596319, 26.1964, 0.596319, 42.7834, 0.596319, 0
59.2931, 0.618172, 0.596319, 94.7828, 25.6852, 0.596319, 26.2452, 0.596319, 42.8524, 0.596319, 0
59.6583, 0.617753, 0.595833, 95.3184, 25.7502, 0.595833, 26.3507, 0.595833, 43.2175, 0.595833, 0
60.0074, 0.617169, 0.595417, 95.7571, 25.7747, 0.595417, 26.367, 0.595417, 43.6154, 0.595347, 0
60.3565, 0.616717, 0.594931, 96.2239, 25.8883, 0.594931, 26.3833, 0.594931, 43.9523, 0.594931, 0
60.7095, 0.616331, 0.594583, 96.7513, 25.945, 0.594653, 26.4888, 0.594583, 44.3174, 0.594583, 0
61.0747, 0.615903, 0.594306, 97.1895, 25.9775, 0.594306, 26.5294, 0.594306, 44.6827, 0.594306, 0
61.4317, 0.615508, 0.593958, 97.6684, 26.1115, 0.593958, 26.5415, 0.594028, 45.0153, 0.593958, 0
61.7807, 0.615206, 0.59375, 98.0576, 26.156, 0.59375, 26.5861, 0.59375, 45.3155, 0.59375, 0
62.146, 0.614975, 0.593542, 98.6462, 26.2616, 0.593542, 26.6348, 0.593611, 45.7498, 0.593542, 0
62.4911, 0.614703, 0.593403, 99.0603, 26.2698, 0.593403, 26.7403, 0.593472, 46.0503, 0.593264, 0
62.8484, 0.614483, 0.592986, 99.6249, 26.3389, 0.592986, 26.8702, 0.592986, 46.4157, 0.592917, 0
63.2014, 0.614, 0.592361, 100.063, 26.4079, 0.592569, 26.9029, 0.592569, 46.7524, 0.592361, 0
63.5463, 0.613686, 0.592083, 100.477, 26.4486, 0.592083, 26.9112, 0.592083, 47.1175, 0.592083, 0
63.9034, 0.613556, 0.591944, 100.608, 26.5461, 0.591944, 26.9114, 0.591944, 47.15, 0.591944, 0
64.2524, 0.613556, 0.591944, 100.644, 26.5787, 0.591944, 26.9156, 0.591944, 47.15, 0.591944, 0
64.6054, 0.613556, 0.591944, 100.754, 26.6802, 0.591944, 26.9238, 0.591944, 47.15, 0.591944, 0
64.987, 0.613556, 0.591944, 100.941, 26.7575, 0.591944, 27.0334, 0.591944, 47.15, 0.591944, 0
65.3645, 0.613478, 0.591944, 101.197, 26.7737, 0.591944, 27.1065, 0.591944, 47.3165, 0.591875, 0
65.7175, 0.613039, 0.591458, 101.692, 26.8551, 0.591458, 27.1879, 0.591458, 47.6493, 0.591389, 0
66.0786, 0.612683, 0.590972, 102.183, 26.9281, 0.590972, 27.2406, 0.590972, 48.0145, 0.590972, 0
66.4479, 0.612581, 0.590694, 102.443, 27.0133, 0.590694, 27.3785, 0.590694, 48.0509, 0.590694, 0
